"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted"
"012513","AL","CHAMBERS","Profit","Yes","FRESENIUS MEDICAL CARE",84,74,82,85,78,82,"Profit","Yes","FRESENIUS MEDICAL CARE",0,19,1,0,0,"02/12/1981","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,3,1,36,1,"As Expected",61,94,1,NA,257,NA,259,77,756,0,NA,0,NA,1,78,779,0,83,791,1,8,28,25,25,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,66,52,249,18.1,26.2,12,24.9,42.1,12.5,144.1,250.1,84.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.37,1.84,0.02,41,96.9,20,1,"Better than Expected",83,94.2,100,85.1,83,804,1,1,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.14,0.01,26,0.38,"As Expected",1,33.6,3.7,69,12.2
"012515","AL","LEE","Profit","Yes","FRESENIUS MEDICAL CARE",86,75,80,91,85,86,"Profit","Yes","FRESENIUS MEDICAL CARE",1,31,1,1,1,"09/07/1982","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,62,1,"As Expected",110,96,1,96,1,NA,259,112,1013,30,239,0,NA,1,148,1375,0,155,1424,1,9,23,26,26,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,116,79,466,19.7,26,14.6,16.7,29.4,7.6,113.4,200.1,70,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.25,2.6,0.51,13.2,44.4,4.8,1,"Better than Expected",128,81.2,93.6,67.9,128,1188,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.82,0.68,59,1.48,"As Expected",1,25.5,5.5,144,12.4
"012558","AL","MORGAN","Non-Profit","Yes","DIALYSIS CLINIC, INC.",89,82,79,88,87,86,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,0,0,"05/24/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,41,1,"As Expected",47,97,1,NA,257,NA,259,65,632,0,NA,0,NA,1,70,694,3,71,695,1,7,20,32,14,27,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,60,68,471,26.8,33.1,21.5,32.6,47.3,19.9,166,275.6,101.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.12,2.48,0.41,19.4,77.2,6.1,1,"As Expected",70,70.7,89.5,50.6,70,685,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.06,0.52,63,1.41,"As Expected",1,46.9,7,47,20.4
"012561","AL","MARSHALL","Profit","Yes","FRESENIUS MEDICAL CARE",81,84,84,90,93,94,"Profit","Yes","FRESENIUS MEDICAL CARE",1,24,1,0,0,"12/07/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,21,1,"As Expected",39,100,1,NA,257,NA,259,57,465,0,NA,0,NA,1,59,501,0,70,547,1,7,24,26,24,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,42,35,225,23.6,31.8,17.1,10.3,30.1,1.8,136.4,272.3,72.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.99,NA,16.9,105.1,3.7,1,"As Expected",70,63.8,85.8,40.2,70,548,1,2,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,34,NA,"As Expected",1,35.4,2.9,58,11.3
"012563","AL","CULLMAN","Non-Profit","Yes","DIALYSIS CLINIC, INC.",93,90,94,93,95,96,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,16,1,0,0,"01/04/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,35,1,"As Expected",65,99,1,NA,257,NA,259,68,507,0,NA,0,NA,1,72,547,1,85,603,1,3,23,39,16,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,76,83,317,24.9,31.9,19.1,36.7,52,23.4,225.6,352.4,150.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.09,2.63,0.35,19.2,85.3,5.5,1,"As Expected",83,65.4,84.6,44.9,83,601,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,56,NA,"As Expected",1,41.1,2,62,10.8
"012576","AL","MONTGOMERY","Non-Profit","Yes","DIALYSIS CLINIC, INC.",76,77,77,81,81,84,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,1,0,"06/05/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,33,1,"As Expected",51,97,1,86,1,NA,259,67,627,13,74,0,NA,1,80,735,6,82,736,1,6,19,32,24,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,61,60,307,22.2,29.7,16.2,25.3,39.5,13.5,150.7,258.3,89.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.27,1.31,0.01,8.1,66.8,1.4,1,"As Expected",74,40.4,63.3,15.9,74,670,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,39,NA,"As Expected",1,37,6.1,71,16.3
"012633","AL","AUTAUGA","Profit","Yes","FRESENIUS MEDICAL CARE",74,71,71,80,79,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,1,"09/15/2009","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,31,1,"Worse than Expected",50,98,1,NA,201,NA,259,77,648,0,NA,0,NA,1,83,734,0,95,788,1,10,29,27,21,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,65,65,242,28.2,39.1,19.8,23.6,38.8,11.6,202.5,332.5,129,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.18,0.89,0.01,65.5,163.1,30.5,1,"As Expected",95,51.3,71.1,30.2,95,795,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.55,0.01,43,0.28,"As Expected",1,40.9,6.3,74,17.8
"012634","AL","BALDWIN","Profit","Yes","FRESENIUS MEDICAL CARE",87,81,88,89,87,89,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,0,0,"09/14/2009","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,29,1,"As Expected",49,99,1,NA,257,NA,259,60,488,0,NA,0,NA,1,68,584,1,74,621,1,6,24,30,24,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,55,70,201,19.9,28.5,13.3,16,29,7.5,205.6,335.1,131.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.16,2.57,0.43,29.5,117.2,9.3,1,"As Expected",73,61.4,82.4,38.8,73,621,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,31,NA,"As Expected",1,50.7,9.5,68,24.7
"012636","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",81,74,75,85,77,81,"Profit","Yes","FRESENIUS MEDICAL CARE",1,26,1,0,0,"04/07/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",23,1,0,1,61,1,"As Expected",78,93,1,NA,257,NA,259,114,1106,0,NA,0,NA,1,114,1124,1,122,1147,1,12,24,28,27,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,87,118,371,20.4,28.3,14.2,28.3,40.8,17.9,218.2,342.2,148.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.42,2.61,0.69,24,68.7,9.9,1,"Worse than Expected",122,36.6,53.5,18.6,122,1161,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.97,0,30,0,"As Expected",1,25.6,4,106,10.6
"012637","AL","MONTGOMERY","Non-Profit","Yes","DIALYSIS CLINIC, INC.",68,82,84,70,86,84,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,15,1,0,0,"07/16/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,42,1,"As Expected",58,90,1,NA,257,NA,259,76,682,0,NA,0,NA,1,79,725,3,79,726,1,5,17,32,24,23,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,61,86,277,18.9,26.2,13.3,37.2,49.3,25.5,185.6,295.8,117.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.61,NA,4.3,57.3,0.5,1,"As Expected",81,43.8,64,22.1,81,744,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.94,0.01,43,0.35,"As Expected",1,25.3,1.2,69,5.9
"012640","AL","PICKENS","Profit","Yes","DAVITA",90,84,84,93,89,92,"Profit","Yes","DAVITA",0,14,1,0,0,"01/05/2011","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,0,1,43,1,"As Expected",59,98,1,NA,257,NA,259,71,642,0,NA,0,NA,1,71,669,2,74,708,1,7,23,34,22,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,61,60,207,26.1,38.6,16.9,25.2,40.2,13.5,150.3,263.2,87.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.4,1.3,0.07,0,24.3,0,1,"Worse than Expected",74,41.6,62.5,19.3,74,693,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.91,0,32,0,"As Expected",1,28,0.9,64,5.5
"012597","AL","BALDWIN","Profit","Yes","FRESENIUS MEDICAL CARE",91,89,90,91,92,93,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,0,"10/27/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,19,1,"As Expected",39,99,1,NA,201,NA,259,50,445,0,NA,0,NA,1,54,494,1,56,510,1,10,26,34,21,9,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,44,42,189,23.3,35,14.8,21.9,39.6,9.4,226.2,372.5,142.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0,1.04,NA,13.2,174.3,1.5,1,"As Expected",57,55.8,80.5,29.5,57,514,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,20,NA,"As Expected",1,42.8,4.1,51,15.2
"012598","AL","RUSSELL","Profit","Yes","DIALYSIS CLINIC, INC.",88,84,79,87,86,92,"Profit","Yes","DIALYSIS CLINIC, INC.",0,12,1,0,0,"02/09/2000","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",6,1,0,1,36,1,"As Expected",36,99,1,NA,257,NA,259,50,481,0,NA,0,NA,1,50,522,0,52,532,1,9,27,27,26,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,44,45,186,19,28.1,12.3,20.9,39.2,7.9,168.1,296.2,100.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.54,3.71,0.49,19.1,97.9,4.9,1,"As Expected",54,72.7,95.2,48.7,54,530,1,3,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,19,NA,"As Expected",1,42.6,3.6,43,14.2
"012599","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",78,75,75,84,77,83,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,0,0,"02/07/2001","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",29,1,0,1,31,1,"As Expected",57,93,1,NA,257,NA,259,89,756,0,NA,0,NA,1,90,779,1,100,814,1,10,21,26,22,22,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"Worse than Expected",1,68,112,297,33.1,43.2,24.8,39.1,50,28.6,282.4,423.1,190.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.19,0.94,0.01,12.2,75.8,2.7,1,"As Expected",101,47.4,67.1,26.2,101,827,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.86,0.13,47,0.64,"As Expected",1,29.9,1.7,83,7.9
"012545","AL","TUSCALOOSA","Profit","Yes","DAVITA",76,67,69,82,77,75,"Profit","Yes","DAVITA",0,19,1,1,1,"08/11/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",19,1,0,1,47,1,"As Expected",78,97,1,NA,201,NA,259,93,889,0,NA,0,NA,1,95,934,1,98,948,1,7,16,27,23,27,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,83,109,362,27.2,35.7,20.3,29.4,40.9,19.4,205.7,310.2,137.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.74,1.77,0.23,4.6,60.9,0.5,1,"Worse than Expected",101,36.5,53.7,18.1,101,949,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.96,0.07,76,0.33,"As Expected",1,29.6,3.7,88,11.2
"012546","AL","MACON","Profit","Yes","FRESENIUS MEDICAL CARE",76,73,77,83,80,84,"Profit","Yes","FRESENIUS MEDICAL CARE",0,28,1,0,0,"05/18/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",40,1,0,1,30,1,"Worse than Expected",38,95,1,NA,257,NA,259,65,624,0,NA,0,NA,1,67,645,0,70,645,1,8,23,31,24,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,45,22,232,28.4,39.4,19.9,10.9,36.6,1.1,115,234.2,60.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.7,2.31,0.12,63.6,150.3,31,1,"As Expected",69,80,97.4,61.5,69,643,1,2,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,21,NA,"As Expected",1,35.5,2.9,65,11.4
"012547","AL","BALDWIN","Profit","Yes","FRESENIUS MEDICAL CARE",83,79,86,84,86,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"08/01/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",35,1,0,1,34,1,"As Expected",51,99,1,NA,201,NA,259,89,742,0,NA,0,NA,1,91,790,0,96,830,1,8,27,40,15,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,61,78,273,19.7,27.1,14,28.6,43.1,16.2,225.4,355.9,148.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.25,1.21,0.01,11.1,91,1.9,1,"As Expected",95,55.2,75,34.1,95,828,1,3,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.3,0.08,49,0.64,"As Expected",1,33,3,76,10.9
"012550","AL","GREENE","Profit","Yes","DAVITA",76,79,83,76,86,88,"Profit","Yes","DAVITA",0,12,1,0,0,"06/30/1994","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,34,1,"As Expected",38,99,1,NA,257,NA,259,47,466,0,NA,0,NA,1,48,483,0,49,486,1,5,17,28,28,22,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,41,53,200,22.9,33.8,14.8,36.3,49.4,23.7,187.7,318.1,116.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0,1.14,NA,8.2,107.7,0.9,1,"As Expected",49,48.4,71.6,23.5,49,485,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,18,NA,"As Expected",1,50.3,6.5,41,20.9
"012551","AL","COLBERT","Profit","Yes","DAVITA",72,80,89,80,88,88,"Profit","Yes","DAVITA",0,12,1,0,0,"01/01/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,38,1,"As Expected",50,94,1,NA,257,NA,259,57,543,0,NA,0,NA,1,59,549,1,64,565,1,6,21,32,17,24,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,52,69,228,25.1,33.7,18.3,25,39.1,13.8,176.6,288.8,112.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.68,3.72,0.62,5.7,74.9,0.7,1,"As Expected",65,51.5,75.4,26,65,580,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,31,NA,"As Expected",1,44.9,4.5,54,16.4
"012552","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",86,85,88,84,86,91,"Profit","Yes","FRESENIUS MEDICAL CARE",0,25,1,0,0,"07/25/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,43,1,"As Expected",79,99,1,NA,257,NA,259,109,1004,0,NA,0,NA,1,117,1146,2,122,1149,1,11,30,38,11,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,91,114,317,20.2,28.6,13.7,33.6,47.3,21.8,219.2,345.6,148.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.62,1.51,0.2,12.7,56.4,3.7,1,"Worse than Expected",124,45.8,62.7,27.8,124,1172,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.65,0.06,46,0.46,"As Expected",1,28.1,5,110,12.5
"012624","AL","JEFFERSON","Profit","Yes","FRESENIUS MEDICAL CARE",89,78,84,93,85,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,0,0,"01/29/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,49,1,"Worse than Expected",70,97,1,NA,257,NA,259,94,930,0,NA,0,NA,1,99,995,1,100,1005,1,10,23,23,24,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,79,113,308,22.4,30.2,16.2,31.4,43.8,19,246.4,366.7,167.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.77,1.85,0.24,46.6,105.4,23.5,1,"Worse than Expected",100,40.7,58.4,21.8,100,1020,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.6,0,41,0,"As Expected",1,34.2,4.4,84,13.4
"012630","AL","HOUSTON","Profit","Yes","DAVITA",88,81,86,88,86,87,"Profit","Yes","DAVITA",0,20,1,0,0,"12/23/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,38,1,"As Expected",55,98,1,NA,257,NA,259,76,610,0,NA,0,NA,1,76,667,4,80,675,1,4,20,36,21,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,62,87,268,27.4,36.8,19.9,24.6,36.8,14.5,246,394.1,155.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.05,2.54,0.33,28.4,95.8,10.3,1,"As Expected",80,52.7,74.3,29.6,80,706,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.12,0.01,44,0.2,"As Expected",1,28.5,1.2,77,6.6
"012664","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",82,72,84,80,80,83,"Profit","Yes","FRESENIUS MEDICAL CARE",1,27,1,1,1,"04/03/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,30,1,"As Expected",51,96,1,NA,201,NA,199,79,681,0,NA,1,2,1,79,711,2,83,736,1,4,21,26,30,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,60,50,233,20.6,28.8,14.3,22.1,40.8,9.3,142.6,262.6,78.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.51,1.67,0.09,13,80.4,2.8,1,"As Expected",81,55.9,77.8,32.5,81,745,1,7,1,2,199,NA,"01/01/2016-12/31/2018","As Expected",1,1.8,0.01,31,0.32,"As Expected",1,35.7,3.8,70,12.9
"012679","AL","MARENGO","Profit","Yes","DAVITA",64,74,86,76,82,84,"Profit","Yes","DAVITA",0,10,1,0,0,"11/24/2014","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",4,1,0,1,26,1,"As Expected",36,99,1,NA,257,NA,259,46,439,0,NA,0,NA,1,48,471,1,52,483,1,5,16,33,23,23,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,42,22,144,25.5,39.8,15.3,40.2,66,18.1,103,233.4,49,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0,1.07,NA,0,31.8,0,1,"As Expected",52,57.2,77.2,35.8,52,495,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.01,0.01,26,0.36,"As Expected",1,52.6,6.2,45,21.3
"012680","AL","ELMORE","Profit","Yes","FRESENIUS MEDICAL CARE",81,84,82,86,88,92,"Profit","Yes","FRESENIUS MEDICAL CARE",0,10,1,0,0,"10/22/2015","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",29,1,0,1,24,1,"As Expected",38,97,1,NA,257,NA,259,53,485,0,NA,0,NA,1,54,498,1,56,527,1,15,28,23,21,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,41,53,151,18.4,28.7,11.1,26.3,42.8,13.4,195.5,339.2,118.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.29,1.44,0.02,25.2,100.1,7.9,1,"As Expected",55,67.3,93.1,39.7,55,521,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,23,NA,"As Expected",1,48.6,0.6,43,7.3
"012681","AL","MADISON","Profit","Yes","FRESENIUS MEDICAL CARE",83,81,91,88,87,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"09/23/2015","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,37,1,"As Expected",48,95,1,NA,257,NA,259,71,606,0,NA,0,NA,1,76,684,1,80,690,1,7,20,24,22,27,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,64,78,221,23.7,32.4,16.9,37,51.8,24.1,196.8,317.9,123.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.45,1.48,0.08,44.2,126.7,18.3,1,"As Expected",79,57,78,34.6,79,685,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.77,0.09,38,0.77,"As Expected",1,41.2,5,65,16.2
