"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted","FIPStxt","Stabr","Area_name","Rural-urban_Continuum_Code_2003","Urban_Influence_Code_2003","Rural-urban_Continuum_Code_2013","Urban_Influence_Code_2013","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","POV04_2018","CI90LB04_2018","CI90UB04_2018","PCTPOV04_2018","CI90LB04P_2018","CI90UB04P_2018","FIPS"
"052615","CA","NAPA","Profit","Yes","DAVITA",87,78,79,89,84,82,"Profit","Yes","DAVITA",1,20,1,1,0,"03/25/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",6,1,2,1,47,1,"As Expected",82,97,1,86,1,NA,201,113,907,12,90,0,NA,1,126,1177,2,128,1203,1,8,32,35,16,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,92,106,379,20.2,26.2,15.3,23.5,34.4,15,174.5,260.6,118.1,0,201,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.44,1.06,0.14,31.7,79,14.8,1,"As Expected",120,60.6,76.7,43.5,120,1122,1,17,0,NA,201,NA,"01/01/2016-12/31/2018","As Expected",1,3.26,0.55,51,1.5,"As Expected",1,47.3,13.8,82,27.5,6055,"CA","Napa County",3,2,3,2,11829,10092,13566,8.8,7.5,10.1,2528,1964,3092,8.9,6.9,10.9,1863,1438,2288,8.7,6.7,10.7,85624,82087,89161,NA,NA,NA,NA,NA,NA,"06055"
"052618","CA","SOLANO","Profit","Yes","DAVITA",88,86,86,89,89,91,"Profit","Yes","DAVITA",0,32,1,1,1,"03/29/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,68,1,"As Expected",132,98,1,89,1,NA,259,130,1023,123,997,0,NA,1,256,2256,2,265,2338,1,8,22,31,23,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,143,134,597,24.6,30.6,19.5,20.1,30.4,12.2,197.9,301.2,138.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.68,1.41,0.28,20.3,53.9,9,1,"As Expected",149,64.7,78.8,49.7,149,1299,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,3.99,1.72,101,2.68,"Better than Expected",1,46.3,23.5,258,33.9,6095,"CA","Solano County",2,2,2,2,34281,29246,39316,7.9,6.7,9.1,9906,7544,12268,10.2,7.8,12.6,6647,4781,8513,9.4,6.8,12,82808,79560,86056,NA,NA,NA,NA,NA,NA,"06095"
"052619","CA","LOS ANGELES","Profit","Yes","HEMODIALYSIS, INC.",84,82,73,89,89,89,"Profit","Yes","HEMODIALYSIS, INC.",1,48,1,1,0,"04/01/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,62,1,"As Expected",104,99,1,NA,199,NA,259,152,1458,10,104,0,NA,1,172,1724,2,175,1740,1,8,22,28,26,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,120,127,601,19.6,24.3,15.6,21.8,31.9,13.5,191,291.2,133.5,0,259,NA,NA,"01/01/2019-12/31/2019",201,"Not Available",NA,NA,NA,18.1,51.8,7.5,1,"As Expected",166,72.2,85.1,58.5,166,1646,1,16,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.49,0.26,54,0.97,"As Expected",1,50.1,18,110,32,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052703","CA","SAN JOAQUIN","Profit","Yes","FRESENIUS MEDICAL CARE",77,80,74,83,86,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,36,1,0,1,"11/19/1990","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,3,1,58,1,"As Expected",93,99,1,88,1,NA,259,141,1228,14,80,0,NA,1,160,1416,3,165,1444,1,9,29,36,15,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,112,106,435,29.7,37.2,23.4,33.4,47.2,21.3,234.9,371.8,159.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.72,1.43,0.32,16.5,59.9,5.6,1,"As Expected",151,52.6,68.3,35.9,151,1367,1,16,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.15,0.23,56,0.84,"As Expected",1,39.7,12.4,143,23.4,6077,"CA","San Joaquin County",2,2,2,2,105351,95678,115024,14.3,13,15.6,41234,37537,44931,20.5,18.7,22.3,30463,27649,33277,20.5,18.6,22.4,63567,61395,65739,NA,NA,NA,NA,NA,NA,"06077"
"052707","CA","SACRAMENTO","Profit","Yes","DAVITA",83,83,82,84,91,94,"Profit","Yes","DAVITA",0,20,1,0,0,"03/22/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,0,1,44,1,"As Expected",69,98,1,NA,257,NA,259,108,926,0,NA,0,NA,1,119,1083,3,120,1078,1,5,20,33,22,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,78,69,332,26.7,34.9,20,21.9,37.3,11.1,175.3,288.2,108,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.38,1.05,0.1,12.9,66.2,3.3,1,"Worse than Expected",125,45.2,62.3,27,125,1107,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.27,0.23,33,1.12,"As Expected",1,32.9,5.9,98,14.9,6067,"CA","Sacramento County",1,1,1,1,217138,203030,231246,14.3,13.4,15.2,73661,67040,80282,20.5,18.7,22.3,53652,48866,58438,20.6,18.8,22.4,69475,67976,70974,NA,NA,NA,NA,NA,NA,"06067"
"052708","CA","SAN DIEGO","Profit","Yes","FRESENIUS MEDICAL CARE",84,75,85,87,81,83,"Profit","Yes","FRESENIUS MEDICAL CARE",1,30,1,0,0,"03/29/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,96,1,"As Expected",151,99,1,NA,257,NA,259,197,1929,0,NA,0,NA,1,209,2025,1,213,2084,1,14,29,26,20,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,172,122,688,19.2,23.9,15.3,26,37.3,16.7,124.7,195.2,85.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.6,1.19,0.26,22.1,48.1,11.5,1,"As Expected",216,70.2,82.1,57.5,216,2096,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.28,0.32,70,0.98,"As Expected",1,29.3,8.1,164,16,6073,"CA","San Diego County",1,1,1,1,372148,352204,392092,11.5,10.9,12.1,106558,97580,115536,14.9,13.6,16.2,76580,70219,82941,15.1,13.8,16.4,78777,77510,80044,NA,NA,NA,NA,NA,NA,"06073"
"052709","CA","SOLANO","Profit","Yes","DAVITA",87,81,85,91,86,89,"Profit","Yes","DAVITA",0,15,1,0,0,"02/28/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,57,1,"As Expected",74,96,1,NA,257,NA,259,112,984,0,NA,0,NA,1,115,1088,2,121,1104,1,9,30,35,16,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,84,80,335,21.3,28.1,15.7,27.7,44.4,15.1,141.1,233.5,86.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.16,2.2,0.54,17.9,65,6.1,1,"As Expected",122,71.2,86,55.5,122,1129,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.9,0.66,40,1.79,"As Expected",1,48,14.3,98,28.2,6095,"CA","Solano County",2,2,2,2,34281,29246,39316,7.9,6.7,9.1,9906,7544,12268,10.2,7.8,12.6,6647,4781,8513,9.4,6.8,12,82808,79560,86056,NA,NA,NA,NA,NA,NA,"06095"
"052710","CA","LOS ANGELES","Profit","No","INDEPENDENT",81,80,71,85,85,86,"Profit","No","INDEPENDENT",1,24,1,0,0,"04/08/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",8,1,0,1,49,1,"As Expected",89,99,1,NA,257,NA,259,104,871,0,NA,0,NA,1,158,1486,2,159,1507,1,2,29,45,13,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,100,117,359,26.1,34.9,19.1,29.4,41.8,18.6,235.3,370.3,160.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.76,1.35,0.39,34.6,86.1,16.1,1,"As Expected",166,59.5,72.9,45.1,166,1533,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.47,0.1,49,0.5,"As Expected",1,29.7,7.1,145,15.2,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052711","CA","SACRAMENTO","Non-Profit","Yes","DIALYSIS CLINIC, INC.",85,91,88,84,94,92,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,22,1,0,0,"04/26/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",8,1,0,1,40,1,"As Expected",43,97,1,NA,257,NA,259,57,513,0,NA,0,NA,1,70,651,0,77,670,1,6,20,27,26,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,51,43,223,20.7,29.2,14.2,24.3,43,11,117.8,215.3,68.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.53,NA,0,27.4,0,1,"As Expected",76,59.9,80.9,37.5,76,664,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.72,0.01,29,0.49,"As Expected",1,29.1,0.9,71,5.6,6067,"CA","Sacramento County",1,1,1,1,217138,203030,231246,14.3,13.4,15.2,73661,67040,80282,20.5,18.7,22.3,53652,48866,58438,20.6,18.8,22.4,69475,67976,70974,NA,NA,NA,NA,NA,NA,"06067"
"052712","CA","LOS ANGELES","Profit","No","INDEPENDENT",80,74,74,85,80,83,"Profit","No","INDEPENDENT",1,31,1,1,0,"06/17/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",45,1,0,1,58,1,"Worse than Expected",124,97,1,72,1,NA,259,224,2075,16,124,0,NA,1,262,2545,0,272,2638,1,9,26,39,16,9,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,163,313,695,25.9,30.9,21.5,30.8,38.5,23.8,294.3,389.2,232.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.46,0.95,0.19,70.2,127.8,42.5,1,"Better than Expected",258,77.1,86.3,67.3,258,2523,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.48,0,96,0,"As Expected",1,31.6,10.2,185,18.6,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052713","CA","LOS ANGELES","Profit","Yes","DAVITA",70,78,73,77,81,80,"Profit","Yes","DAVITA",0,20,1,0,0,"06/07/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,42,1,"As Expected",65,97,1,NA,257,NA,259,103,944,0,NA,0,NA,1,112,1072,2,114,1075,1,8,22,39,11,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,72,73,298,17,25.3,10.9,29.8,47.3,15.9,196.4,327.1,119.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.43,1.03,0.14,10.3,63.6,2.2,1,"As Expected",116,57.2,74.6,38.6,116,1099,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.56,0.01,29,0.28,"As Expected",1,26.2,2,99,7.8,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052714","CA","SAN BERNARDINO","Profit","No","INDEPENDENT",77,85,83,83,91,92,"Profit","No","INDEPENDENT",1,30,1,1,1,"08/05/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",29,1,0,1,80,1,"Worse than Expected",138,90,1,86,1,NA,259,165,1221,34,277,0,NA,1,238,2119,1,256,2195,1,6,25,29,22,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"Worse than Expected",1,160,222,697,30.6,36.8,25.2,31.4,40.1,24.2,251.7,348.9,190.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.19,1.79,0.76,44.6,86.7,25.5,1,"As Expected",226,54.5,66.2,42,226,1948,1,17,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.68,0.5,120,0.96,"As Expected",1,30.7,10,215,18.2,6071,"CA","San Bernardino County",1,1,1,1,317514,296813,338215,14.9,13.9,15.9,120887,110634,131140,21.4,19.6,23.2,83763,75866,91660,20.5,18.6,22.4,63310,61644,64976,NA,NA,NA,NA,NA,NA,"06071"
"052715","CA","LOS ANGELES","Profit","Yes","US RENAL CARE, INC.",87,77,76,89,85,85,"Profit","Yes","US RENAL CARE, INC.",0,21,1,0,0,"09/25/1991","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",2,1,0,1,45,1,"As Expected",85,91,1,NA,257,NA,259,131,1211,0,NA,0,NA,1,146,1414,2,153,1478,1,12,30,35,15,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,97,95,411,23,29.1,17.8,20.7,32.5,11.7,180.6,295.3,118.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.21,0.69,0.04,17.2,62.4,5.8,1,"As Expected",152,71.2,84,57.5,152,1473,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.47,0.1,51,0.5,"As Expected",1,31.9,5.8,107,14.5,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052716","CA","ORANGE","Profit","Yes","DAVITA",78,79,77,84,88,86,"Profit","Yes","DAVITA",0,26,1,0,0,"08/17/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",0,1,0,1,23,1,"As Expected",44,98,1,NA,257,NA,259,72,602,0,NA,0,NA,1,81,729,2,83,731,1,10,24,32,18,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,49,59,210,17.5,26.3,11.1,41.4,59.3,25.7,259.5,429.2,164.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.47,NA,45,142.5,17.1,1,"As Expected",83,71.9,88.4,54.3,83,750,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.64,0.09,26,0.73,"As Expected",1,49.4,9.3,70,24,6059,"CA","Orange County",1,1,1,1,330559,311256,349862,10.5,9.9,11.1,91498,83402,99594,13.3,12.1,14.5,65187,59020,71354,13,11.8,14.2,89373,87793,90953,NA,NA,NA,NA,NA,NA,"06059"
"052665","CA","LOS ANGELES","Profit","Yes","DAVITA",81,80,78,85,88,88,"Profit","Yes","DAVITA",1,22,1,0,0,"09/01/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,0,1,71,1,"As Expected",102,98,1,NA,257,NA,259,148,1248,0,NA,0,NA,1,154,1434,0,164,1501,1,8,32,37,12,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,123,133,456,15.4,19.6,11.9,26.4,36.2,18,199.5,299.2,141.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.19,0.61,0.03,10.2,45.2,2.9,1,"As Expected",162,67,79.6,53.5,162,1489,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.38,0.61,43,1.88,"Better than Expected",1,57.4,19.2,93,36.1,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052666","CA","TULARE","Profit","Yes","DAVITA",87,80,86,88,86,89,"Profit","Yes","DAVITA",1,16,1,0,0,"10/05/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,2,1,52,1,"As Expected",74,99,1,NA,257,NA,201,96,855,0,NA,0,NA,1,101,928,2,100,946,1,9,21,30,20,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,81,67,337,19.3,26.2,13.8,24.6,37.3,14.3,168,272.9,104.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.77,1.7,0.28,4.4,57.6,0.5,1,"As Expected",102,70.8,85.4,55.1,102,957,1,13,0,NA,201,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,18,NA,"As Expected",1,52.6,15.5,76,31.1,6107,"CA","Tulare County",2,2,2,2,102451,94562,110340,22.2,20.5,23.9,40404,35930,44878,28.6,25.4,31.8,29097,25526,32668,27.8,24.4,31.2,48763,46272,51254,NA,NA,NA,NA,NA,NA,"06107"
"052620","CA","RIVERSIDE","Profit","Yes","DAVITA",82,82,83,85,87,90,"Profit","Yes","DAVITA",0,39,1,0,0,"05/09/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,66,1,"As Expected",152,98,1,NA,257,NA,259,235,1969,0,NA,0,NA,1,240,2064,1,258,2173,1,5,20,32,22,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"Worse than Expected",1,"Worse than Expected",1,163,241,612,32.1,38.7,26.4,38.7,47.3,30.9,290.3,399.3,221.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.36,0.8,0.13,36.9,76.6,20,1,"As Expected",258,64.4,75.7,52.4,258,2174,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.2,0.37,82,1.01,"As Expected",1,34.9,12.3,205,21.6,6065,"CA","Riverside County",1,1,1,1,307511,290062,324960,12.7,12,13.4,103757,95012,112502,17.1,15.7,18.5,73063,65995,80131,16.3,14.7,17.9,66793,65743,67843,NA,NA,NA,NA,NA,NA,"06065"
"052696","CA","TULARE","Profit","Yes","DAVITA",81,79,82,85,88,86,"Profit","Yes","DAVITA",0,24,1,1,0,"07/06/1990","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,73,1,"As Expected",126,96,1,95,1,NA,201,152,1236,34,293,0,NA,1,186,1640,1,200,1689,1,7,23,31,21,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,143,169,709,22.5,27.9,17.9,24.8,33,17.6,211.2,312.6,151.4,0,201,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.05,1.86,0.53,4.1,33.4,0.7,1,"As Expected",164,66.4,80.5,51.4,164,1383,1,9,0,NA,201,NA,"01/01/2016-12/31/2018","Better than Expected",1,3.93,1.16,61,2.25,"Better than Expected",1,55.5,28.5,176,41.4,6107,"CA","Tulare County",2,2,2,2,102451,94562,110340,22.2,20.5,23.9,40404,35930,44878,28.6,25.4,31.8,29097,25526,32668,27.8,24.4,31.2,48763,46272,51254,NA,NA,NA,NA,NA,NA,"06107"
"052699","CA","LOS ANGELES","Profit","No","INDEPENDENT",89,88,77,95,93,94,"Profit","No","INDEPENDENT",0,10,1,1,0,"09/05/1990","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,23,1,"As Expected",54,94,1,NA,201,NA,259,65,594,0,NA,0,NA,1,73,704,2,76,726,1,6,24,27,29,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,56,55,218,34.8,48.6,24.1,29.1,47.5,14.9,214.2,355.5,135.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.96,2.13,0.35,17.1,87.3,4.4,1,"As Expected",77,59.5,80,37.7,77,724,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.22,0.07,36,0.61,"As Expected",1,40.7,6.7,60,18.1,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
"052700","CA","LOS ANGELES","Profit","Yes","DAVITA",82,81,76,88,89,89,"Profit","Yes","DAVITA",1,28,1,1,0,"08/30/1990","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",22,1,0,1,55,1,"As Expected",80,98,1,96,1,NA,259,109,964,24,169,0,NA,1,133,1259,1,133,1280,1,9,29,33,17,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,93,84,422,17.4,22.9,13,30,46.4,17.2,183.4,306.6,118.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.82,1.7,0.33,15.9,57.9,5.4,1,"As Expected",116,61.3,77.9,43.6,116,1091,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.31,0.35,31,1.29,"As Expected",1,39.6,10.5,104,21.7,6037,"CA","Los Angeles County",1,1,1,1,1409155,1369373,1448937,14.2,13.8,14.6,429467,411461,447473,19.9,19.1,20.7,304157,290482,317832,19.5,18.6,20.4,67986,67293,68679,NA,NA,NA,NA,NA,NA,"06037"
